,seller_zip_code_prefix_3_digits,customer_zip_code_prefix_3_digits,frequency,freight_value,delay,phy_dist,efficiency
450,030,050,8,10.115714285714287,11.060527447089948,8.570337540422676,1.7690690721099869
451,030,051,4,10.43,3.5741145833333334,14.626211433432276,0.2543501879798631
452,030,053,2,10.625,6.197228009259259,15.062021995750769,0.4174192811158681
453,030,054,1,11.83,9.399837962962962,8.365242224801397,1.1236779175496174
454,030,055,3,9.82,5.366149691358025,16.207591783154285,0.3240036255682297
455,030,057,3,10.883333333333333,3.6174421296296297,18.855171950303383,0.19419207470822375
456,030,058,6,9.676666666666668,8.181253858024691,21.10719816341234,0.38375953359092146
457,030,081,1,9.04,3.7517824074074073,24.90615613905904,0.1506367496638183
458,030,082,6,11.604,6.912472222222223,13.411003208732893,0.46911472401397203
459,030,083,4,8.673333333333334,5.845493827160493,19.305191535656487,0.3046700113704489
460,030,084,1,7.78,3.2015972222222224,22.547182651144958,0.14199544447561582
461,031,010,1,11.89,1.5809027777777778,6.277037226561752,0.25185493103148565
462,031,011,1,9.19,7.032361111111111,6.035238618816922,1.165216747053765
463,031,012,1,11.29,3.088888888888889,6.779876981176963,0.4555965982074012
464,031,013,2,15.084999999999999,5.771440972222223,7.301362187995389,0.7360048769970764
465,031,015,1,8.85,2.2071064814814814,4.975818390633841,0.4435665267920541
466,031,020,4,9.006666666666668,2.3120640432098765,9.12675847300699,0.2519080752847633
467,031,021,2,29.735,4.142291666666667,5.9789967366341905,0.6157689581864388
468,031,022,1,8.88,2.645763888888889,7.937289912270546,0.333333407010711
469,031,023,1,36.0,7.905266203703704,11.745429489594454,0.6730504159687954
470,031,024,4,33.983333333333334,5.293684413580247,12.024267006456533,0.44258375226869634
471,031,025,1,7.48,5.20925925925926,12.688363197661989,0.41055407841880975
472,031,027,2,20.855,5.056342592592593,13.925029029486753,0.36157240883498815
473,031,029,1,13.31,3.8026851851851853,14.235620005056848,0.2671246622089081
474,031,030,4,10.523333333333333,7.978514660493826,4.0506281362721035,2.0345624409089584
475,031,031,4,7.39,2.0058757716049382,3.303605438404999,0.600962925770825
476,031,032,7,10.775,3.1550520833333335,7.3935243760677505,0.4919211908313453
477,031,033,1,8.88,3.0920717592592593,4.5238956572372,0.6834975856069205
478,031,034,3,10.173333333333334,3.4725115740740744,5.431583734335846,0.6415950111330467
479,031,035,3,7.963333333333334,8.943645833333333,8.02237382779196,1.122825311413253
480,031,038,6,7.970000000000001,4.612898148148148,12.747157457419238,0.367975578129114
481,031,040,3,11.166666666666666,3.66224537037037,7.081366400600676,0.48666047428966214
482,031,041,6,10.966666666666669,4.635422453703704,7.114128154997052,0.6797129760125551
483,031,042,3,28.013333333333332,4.331844135802469,7.618120743300726,0.6041669126929065
484,031,043,5,9.754999999999999,5.077372685185185,11.620948369723198,0.4400234941378074
485,031,045,4,9.695,5.703292824074074,10.266446227344236,0.5526425003943984
486,031,046,7,30.619999999999997,5.885953703703704,11.653906256775022,0.5080789048298368
487,031,047,1,11.31,2.220578703703704,15.147805772646581,0.14659408346214428
488,031,049,2,9.755,2.920914351851852,21.91511289772877,0.13328310766560408
489,031,050,3,8.063333333333334,1.9086689814814815,11.115254294942185,0.17114094032023983
490,031,051,10,8.305000000000001,3.836126543209877,18.71158937758513,0.2072414541543366
491,031,053,3,37.34,6.973090277777778,18.620525577118794,0.37448407398051237
492,031,054,1,13.58,6.389004629629629,9.873547587153851,0.6470829834194706
493,031,055,2,16.275,3.7189756944444445,16.49464644589819,0.28797095709574727
494,031,056,4,10.2575,3.188370949074074,16.05651238638149,0.20143730804470272
495,031,057,1,7.78,3.6036574074074075,17.38303570508989,0.20730886529515835
496,031,058,1,11.69,8.698877314814816,20.84324372248988,0.4173475794186832
497,031,080,3,9.876666666666667,6.06212962962963,16.306876742229985,0.3787984110238762
498,031,081,1,15.68,14.739085648148148,21.494259385112848,0.6857219587829388
499,031,082,2,8.135,1.8745659722222223,14.06347239293114,0.13504472374725085
500,031,084,1,8.72,10.603726851851851,18.071983724523804,0.5867494688733325
501,032,010,3,9.44,4.499664351851852,11.131430590416404,0.4042305537731901
502,032,011,2,19.555,3.256759259259259,12.671186999755212,0.2588947724166313
503,032,012,4,14.46,6.770613425925926,11.36445179509743,0.5941857106077939
504,032,013,10,9.094,4.7055486111111104,9.951905347859007,0.47120217663728126
505,032,014,2,17.244999999999997,5.631591435185185,11.047323832032438,0.5041030044861825
506,032,020,4,9.226666666666667,6.0539737654321,12.507684373773879,0.48614151490667457
507,032,022,2,16.240000000000002,9.401788194444444,13.212940420625905,0.7141810943547235
508,032,023,16,7.522999999999999,9.202320601851856,16.236147739079417,0.5661068949262523
509,032,024,3,19.246666666666666,5.29028163580247,15.406858612504228,0.34322340499536597
