,seller_city,customer_city,frequency,freight_value,delay,phy_dist,efficiency
1308,franca,conchas,1,11.99,12.820902777777778,282.87316985193945,0.045323855862641385
1309,franca,cotia,1,12.83,7.316076388888889,355.63436931515616,0.02057190479923926
1310,franca,cruzeiro,1,14.78,8.83587962962963,341.9103781831855,0.025842677477592172
1311,franca,diadema,2,11.85,13.20800925925926,360.89740840523,0.03659569621752902
1312,franca,dois corregos,1,15.35,6.623599537037037,229.16958383711065,0.02890261188301919
1313,franca,dracena,1,12.7,16.885277777777777,441.6720302496049,0.03823035334212876
1314,franca,dumont,1,13.92,7.06380787037037,100.03221851363885,0.07061532749478368
1315,franca,embu,1,10.96,9.965243055555556,349.6322268188489,0.028502072438301683
1316,franca,embu-guacu,2,12.2,10.859467592592592,371.1901481393336,0.029294616497120056
1317,franca,engenheiro coelho,1,12.55,9.350185185185186,215.90215949153355,0.04330751117638472
1318,franca,espigao,1,12.79,8.46539351851852,450.8742910632925,0.018775507245167303
1319,franca,estrela do norte,1,11.92,4.236342592592592,492.94253950257365,0.00859398865609665
1320,franca,franca,1,8.4,1.5007175925925926,2.191536386183002,0.6847787707537869
1321,franca,guaira,1,15.17,7.709317129629629,95.32816850748932,0.08087134422417816
1322,franca,guariba,1,12.87,6.170046296296296,127.54263270822595,0.04837634417043325
1323,franca,guarulhos,5,12.799999999999999,6.066969907407407,338.55044550449344,0.017904000523962856
1324,franca,hortolandia,1,14.05,12.87488425925926,260.5188627817852,0.04942016144928235
1325,franca,ibiuna,1,11.92,8.651944444444444,348.66989944578415,0.024814142139016976
1326,franca,ilha solteira,1,12.86,7.508460648148148,411.9201386242892,0.018227952324022172
1327,franca,indaiatuba,1,11.85,12.732094907407408,287.33104654368685,0.04431158783766019
1328,franca,itanhaem,2,13.165,12.235671296296296,410.214419292877,0.02982991315384413
1329,franca,itapetininga,1,11.85,9.11613425925926,349.20158827996784,0.02610564947359437
1330,franca,itapira,1,11.85,11.865972222222222,219.0480974268721,0.05417062445011012
1331,franca,itaporanga,3,12.55,5.087581018518518,411.77016329310646,0.012355390147335842
1332,franca,itaquaquecetuba,1,12.55,8.89673611111111,342.6258274309634,0.02596633236268138
1333,franca,itatiba,1,13.14,7.1992824074074075,277.7678287726773,0.025918344968953316
1334,franca,jaboticabal,2,13.06,5.459149305555556,125.91476097247448,0.043368674347462874
1335,franca,jacarei,3,12.806666666666667,11.286030092592592,343.0536437250834,0.032923199057505584
1336,franca,jandira,1,11.85,14.682650462962963,335.7050876185127,0.04373675289558905
1337,franca,jundiai,1,13.0,3.7079976851851852,299.320609828678,0.01238804667445897
1338,franca,lorena,2,11.469999999999999,7.758003472222223,339.0911868997896,0.022878584833950857
1339,franca,louveira,1,11.85,7.422083333333333,287.7228455025962,0.025795947208739674
1340,franca,marilia,2,13.025,5.183119212962962,322.70399771581765,0.016061617476408677
1341,franca,matao,1,15.35,5.114039351851852,155.2636650964008,0.03293777297268246
1342,franca,maua,2,14.015,5.445653935185185,360.59018786712653,0.015100216163911516
1343,franca,mirassol,1,14.64,2.9772569444444446,222.7881949331277,0.013363620749017247
1344,franca,mogi das cruzes,1,12.0,10.704907407407408,358.8127167991785,0.02983424752305746
1345,franca,mogi-guacu,1,13.96,10.881018518518518,209.78413311428585,0.051867690644605495
1346,franca,monte alto,2,11.42,7.310387731481481,139.56694214574682,0.0523790778753854
1347,franca,nova granada,1,11.85,11.928657407407407,198.86450784605415,0.059983842952215836
1348,franca,osasco,4,12.005,8.845844907407407,337.30021164170483,0.02620115810013075
1349,franca,pereira barreto,1,13.92,6.094212962962963,387.38904268608127,0.01573150577700097
1350,franca,pindamonhangaba,2,16.275,11.956730324074075,335.7585827870613,0.03562916768837186
1351,franca,pirassununga,1,12.79,10.572523148148148,160.77464226754017,0.06575989222575744
1352,franca,poa,1,12.79,6.77005787037037,349.2240006995301,0.019386003988297703
1353,franca,pompeia,1,12.64,11.915717592592593,336.2162245296444,0.035440638265634844
1354,franca,praia grande,1,12.19,6.737094907407408,404.3927504567025,0.01665978161032522
1355,franca,presidente epitacio,1,12.83,7.314814814814815,507.42970037063753,0.014415425051927227
1356,franca,presidente prudente,1,12.64,11.637881944444445,448.27962295051293,0.025961211147286944
1357,franca,ribeira,1,12.94,6.472928240740741,490.6464187461472,0.013192653596213718
1358,franca,ribeirao preto,4,11.520000000000001,7.650474537037037,84.9222719025438,0.08983458986854481
1359,franca,santa isabel,1,9.45,6.4996527777777775,329.9237456406268,0.019700469771150083
1360,franca,santana de parnaiba,2,14.895,8.011076388888888,326.74678047392376,0.0244874800698437
1361,franca,santo andre,3,14.763333333333334,8.506979166666666,359.2102546393491,0.02370183215173503
1362,franca,santos,5,12.930000000000001,15.155000000000001,399.20761077172546,0.03800229021025142
1363,franca,sao bernardo do campo,7,11.8,8.62507771164021,364.2409342995789,0.023669571868728395
1364,franca,sao caetano do sul,1,11.46,5.969444444444444,352.94358474097925,0.016913310519088603
1365,franca,sao carlos,1,13.04,3.533275462962963,177.14498791492798,0.01994566995403664
1366,franca,sao jose dos campos,7,12.276666666666669,11.170513117283951,336.9569847074733,0.033142744532122174
1367,franca,sao paulo,91,12.641358024691357,8.937838505944214,347.0651434547319,0.025762361269346317
1368,franca,sorocaba,3,12.616666666666667,10.072449845679012,327.04304941879377,0.030681484820645158
1369,franca,sumare,3,12.709999999999999,6.733614969135803,253.46894649600395,0.026581809586204163
1370,franca,suzanapolis,1,12.04,13.732604166666667,378.99229115376437,0.0362345210897577
1371,franca,suzano,3,15.513333333333335,11.105667438271604,351.3369948759662,0.03148167477178628
1372,franca,taguai,1,13.24,6.047418981481481,386.080682312611,0.01566361452030605
1373,franca,tambau,2,11.92,9.338802083333334,131.14710860095914,0.07120860065431159
1374,franca,taubate,2,17.58,6.379479166666666,333.5176226882029,0.019128367750291978
1375,franca,tupa,1,20.84,7.5851851851851855,356.9143227660052,0.02125211766902969
1376,franca,urania,1,11.92,8.161666666666667,340.82308839987115,0.023946930077374865
1377,franca,vargem grande paulista,1,12.55,17.827233796296298,343.4275922164381,0.051909730610873735
1378,franca,varzea paulista,2,17.245,19.70716435185185,303.4059847329545,0.06519179179007843
1379,franca,votorantim,2,12.39,8.103339120370372,334.786340666992,0.024203036807037028
1380,franca,votuporanga,3,13.346666666666666,5.588869598765432,268.1549245322267,0.020859883801682046
1381,francisco morato,praia grande,1,8.72,5.575115740740741,86.01389842142433,0.06481645226013953
1382,francisco morato,ribeirao preto,1,11.85,18.970150462962962,255.73371422246916,0.07417930999297322
1383,francisco morato,sao paulo,2,8.09,5.759618055555555,48.10909602936579,0.12039432968565256
1384,franco da rocha,carapicuiba,1,11.69,3.2315625,30.166442755923153,0.10712441391073482
1385,franco da rocha,guarulhos,1,7.55,1.422037037037037,24.000984064662855,0.059249113836575204
1386,franco da rocha,santo andre,1,11.72,1.8962847222222223,42.748603895736984,0.044358986011501664
1387,franco da rocha,santos,1,11.86,5.481087962962963,82.82934984181507,0.066173258312791
1388,franco da rocha,sao bernardo do campo,1,11.69,1.8634722222222222,47.309049574886046,0.03938933964996507
1389,franco da rocha,sao jose do rio preto,1,14.98,7.684641203703704,390.41644055706263,0.019683190576551882
1390,franco da rocha,sao paulo,1,8.52,2.924560185185185,33.00461723617378,0.08861063784674962
1391,garca,adamantina,1,16.39,8.265046296296296,157.50028561936932,0.05247638925728947
1392,garca,campinas,2,14.01,4.959334490740741,276.1028357210387,0.017961014960206342
1393,garca,campo limpo paulista,1,17.76,2.130405092592593,317.15759886372587,0.006717181301110716
1394,garca,cubatao,1,16.39,11.543171296296297,381.3348606869478,0.030270432856576733
1395,garca,cunha,1,14.91,6.47894675925926,491.9937634074153,0.013168757901294993
1396,garca,diadema,1,13.92,6.723472222222222,352.81823045662475,0.019056476230042203
1397,garca,guarulhos,1,13.89,4.0253125,348.1287132503461,0.011562713291923496
1398,garca,hortolandia,1,16.43,6.855590277777778,263.6105637207465,0.02600650816497698
1399,garca,indaiatuba,1,11.85,20.32523148148148,267.995576547301,0.07584166777429661
1400,garca,itapetininga,1,12.69,3.3574305555555557,227.1224493066044,0.014782468953666424
1401,garca,itapeva,1,12.69,6.9298263888888885,211.6565164258235,0.03274090732433223
1402,garca,itarare,3,16.65,2.9512152777777776,213.90503670616908,0.013796847999571501
1403,garca,lencois paulista,1,16.16,3.857835648148148,96.419722673462,0.04001085609023387
1404,garca,magda,1,21.45,6.024074074074074,183.65957002506045,0.032800218759371405
1405,garca,monte azul paulista,1,13.8,11.040520833333334,179.15908226917995,0.06162412027063945
1406,garca,piracicaba,1,16.39,5.687268518518518,211.75313598833588,0.026858013185843885
1407,garca,presidente prudente,2,14.64,2.6410011574074073,178.18899023620816,0.014821348692231121
1408,garca,santa barbara d'oeste,1,12.69,5.5212615740740745,241.81813217853082,0.022832289391755814
1409,garca,santa cruz do rio pardo,1,12.69,5.282777777777778,76.23443968751748,0.06929647282031211
1410,garca,santana de parnaiba,1,16.16,4.335439814814815,313.61042141306024,0.013824284905075116
1411,garca,santos,3,16.013333333333335,8.803190586419753,388.54561323125307,0.022632920703052072
1412,garca,sao jose do rio preto,1,16.43,2.1332060185185187,157.56333996006606,0.013538720485737184
1413,garca,sao paulo,11,17.552727272727267,7.750099957912457,343.66763566360856,0.022599420544663434
1414,garca,sao sebastiao,1,16.54,6.790277777777778,468.6286178316176,0.014489678008135613
1415,garca,sorocaba,1,15.39,9.097685185185185,264.81241201869636,0.03435520682672105
1416,garca,suzano,1,17.76,5.558171296296297,375.18847362272874,0.014814344488325948
1417,garca,taboao da serra,2,16.55,4.956105324074074,334.0370293239928,0.014819125833605442
1418,garca,taguai,1,11.85,7.183877314814815,140.5261798931825,0.05112127377457682
1419,garca,tanabi,1,16.39,7.116087962962963,176.5733202228035,0.04030103729138553
1420,garca,vargem grande do sul,1,11.85,17.046226851851852,287.5071107771331,0.059289757410784794
1421,garca,vera cruz,1,16.26,0.7508912037037037,16.929081844033995,0.04435510505658796
1422,garulhos,bertioga,1,12.98,11.75787037037037,64.1538835956816,0.18327604988767707
1423,garulhos,campinas,1,102.13,1.5875115740740742,77.26530614122792,0.020546240652594725
1424,garulhos,cruzeiro,1,12.79,6.347627314814815,191.31067261153942,0.0331796821795918
1425,garulhos,guarulhos,4,7.39,2.39375,4.332772187242212,1.8183577690291937
1426,garulhos,sao paulo,5,8.026,4.266393518518518,18.933718379059794,0.23320655575378554
1427,guaimbe,sao paulo,1,18.99,6.92244212962963,384.8196114354943,0.017988797670178018
1428,guaira,assis,1,13.78,8.259247685185185,338.69218568046335,0.024385704880056817
1429,guara,aracatuba,1,11.98,9.53988425925926,288.38057185619925,0.03308088404795978
1430,guara,aruja,1,23.42,4.859849537037037,363.49748973660513,0.013369692155394373
1431,guara,assis,1,17.09,10.033483796296297,365.3375120729536,0.02746360136785715
1432,guara,avare,1,17.64,7.804398148148148,316.49131358349814,0.024659122741102203
1433,guara,barueri,3,13.756666666666666,19.992484375000007,356.2978156204069,0.05604766955999888
1434,guara,bauru,1,11.92,5.045532407407407,248.07547004436532,0.020338699374448727
1435,guara,bilac,2,19.814999999999998,6.084652777777778,295.75495978147126,0.020573290748103205
1436,guara,bonfim paulista,1,16.37,45.24077488425929,91.44809935423746,0.4947153106923808
1437,guara,buri,1,13.75,7.725833333333333,382.83379849086134,0.020180645919426983
1438,guara,caieiras,1,12.36,4.151342592592592,343.21030402226705,0.012095623423716494
1439,guara,campinas,10,18.16111111111111,13.640922067901235,289.2272153880801,0.04710656602036573
1440,guara,cravinhos,1,12.33,4.259953703703704,101.27207052276985,0.042064447598569664
1441,guara,cubatao,1,13.75,15.273449074074074,415.0873644208084,0.03679574562667274
1442,guara,diadema,1,14.14,9.776122685185186,381.92327604726114,0.02559708532657077
1443,guara,embu-guacu,6,12.5,6.961701388888889,392.4268339390058,0.017740125768185705
1444,guara,ferraz de vasconcelos,1,11.98,7.527199074074074,377.3435327233184,0.019947868245547177
1445,guara,francisco morato,1,13.39,5.994652777777778,335.93062873750563,0.017844912803297752
1446,guara,guaruja,2,10.06,2.1664930555555557,424.80218005599005,0.005100004560405048
1447,guara,guarulhos,4,14.2725,13.405575810185187,362.4795692921052,0.03700022346060916
1448,guara,indaiatuba,1,10.96,12.030104166666666,304.5493583436019,0.03950132823164229
1449,guara,itapira,2,12.3,7.141736111111111,246.06946286108686,0.029023252329131236
1450,guara,itatiba,1,12.69,7.846875,300.89065582549114,0.02607882580624566
1451,guara,jaboticabal,1,20.56,2.630405092592593,104.96081080035418,0.025060830537941278
1452,guara,jundiai,4,12.5975,11.918735532407407,322.1285391257803,0.03702327294551899
1453,guara,manduri,1,16.22,7.24255787037037,325.1927105564737,0.0222715873857591
1454,guara,mogi-guacu,1,11.98,7.42962962962963,235.16659789363558,0.03159304806114517
1455,guara,natividade da serra,1,13.89,13.513344907407408,409.3250842162129,0.033013722902624304
1456,guara,osasco,3,13.983333333333333,8.122229938271605,360.7237870816084,0.022503628836374107
1457,guara,piquete,1,11.85,5.215787037037037,364.95913455482923,0.014291427568730846
1458,guara,praia grande,1,12.12,7.734155092592593,423.08474527923875,0.018280392235574455
1459,guara,rio das pedras,1,14.55,5.821273148148149,268.93356859651686,0.02164576619619342
1460,guara,santana de parnaiba,3,15.013333333333334,10.853503086419755,352.0892624107934,0.030812591892169058
1461,guara,santo andre,1,11.98,6.979768518518519,380.4347027554581,0.018346823956817332
1462,guara,santos,2,15.245000000000001,30.265202546296297,421.5480706656491,0.07180774184880595
1463,guara,sao carlos,1,16.5,7.27681712962963,175.13702914559704,0.04154927810029356
1464,guara,sao joaquim da barra,1,16.61,7.972951388888889,17.565945131206227,0.45388684351090186
1465,guara,sao paulo,49,15.89195652173913,10.439740841384863,370.4375442021978,0.028147724829250296
1466,guara,sao sebastiao,1,18.89,7.940486111111111,450.4671072090848,0.017627227346980356
1467,guara,sorocaba,2,16.425,13.299346064814815,341.75214005935186,0.03901316367682292
1468,guara,sumare,1,13.83,14.38670138888889,272.0492461535278,0.052882709995711305
1469,guara,tabapua,1,26.62,6.493356481481482,138.9008791334155,0.04674813091171696
1470,guara,taboao da serra,2,14.095,7.90990162037037,370.40208674972746,0.021353486484066965
1471,guaratingueta,suzano,1,11.17,17.183530092592594,138.12150934117207,0.12440879175558232
1472,guariba,adamantina,1,13.11,6.9772337962962965,296.58269185517076,0.023525424739564593
1473,guariba,alvares machado,1,12.27,9.213726851851852,343.7536768919741,0.02680328232459111
1474,guariba,americana,3,14.40333333333333,5.829270833333333,178.1916895040274,0.03264873174117756
1475,guariba,andradina,1,17.7,8.12625,330.2657410358383,0.024605186037501215
1476,guariba,aruja,1,12.82,8.959305555555556,302.0750522480216,0.029659203859706468
1477,guariba,assis,1,15.55,9.052835648148148,267.37387876460724,0.03385833982727294
1478,guariba,atibaia,3,12.94,7.723333333333333,258.95619879176985,0.02981296670898731
1479,guariba,avare,1,0.0,7.180138888888889,206.38826959515382,0.034789471819174966
1480,guariba,barretos,1,8.79,6.71707175925926,93.73749973507287,0.07165832007727423
1481,guariba,barueri,4,14.464999999999998,12.178570601851852,276.16289180360485,0.044124443469949697
1482,guariba,bauru,2,13.504999999999999,5.732905092592592,138.6914126332034,0.04148946993149912
1483,guariba,bertioga,1,13.38,7.250960648148149,350.9622753819418,0.02066022805515819
1484,guariba,botucatu,4,13.174999999999999,7.337300347222222,170.00271139887582,0.04314214715509712
1485,guariba,braganca paulista,2,15.290000000000001,8.210144675925925,248.2107761333561,0.03307988022387699
1486,guariba,cabreuva,1,13.74,28.617638888888887,242.7933006487117,0.11786832178823027
1487,guariba,caieiras,1,8.79,7.143252314814815,269.9244172433097,0.026463898256288136
1488,guariba,cajamar,1,17.75,23.495497685185185,267.2402753527121,0.08791899968736033
1489,guariba,campinas,12,13.769999999999998,13.145816936728394,208.3819487867422,0.06295933498971377
1490,guariba,campo limpo paulista,1,14.56,8.178935185185185,258.0411781363618,0.03169624028325831
1491,guariba,candido mota,1,13.1,7.143182870370371,270.59760630691295,0.026397805094656095
1492,guariba,carapicuiba,7,14.14,6.509176311728396,281.3609330240528,0.02312142990638436
1493,guariba,catanduva,2,13.25,4.664328703703704,82.45120596369355,0.056589271718572975
1494,guariba,cotia,6,14.152000000000001,10.19951388888889,286.5530198171033,0.035585150957925436
1495,guariba,cruzeiro,1,13.29,6.809907407407407,363.9177263938511,0.018712766412585694
1496,guariba,cubatao,1,13.67,7.931064814814815,336.77162994408553,0.023550275942577515
1497,guariba,diadema,3,15.016666666666666,16.65719135802469,307.7200204078645,0.05423824162531642
1498,guariba,embu das artes,2,13.33,10.386875,293.3657503412527,0.03541015379304899
1499,guariba,estiva gerbi,1,13.99,4.874421296296297,166.23547363568014,0.029322389437642087
1500,guariba,estrela do norte,1,13.32,4.576504629629629,375.46945828265416,0.012188753382397423
1501,guariba,ferraz de vasconcelos,2,15.43,11.634780092592592,309.1912767233846,0.03763397646220103
1502,guariba,franca,2,15.395,8.366516203703704,125.53200356214907,0.0666484718342089
1503,guariba,francisco morato,3,14.74,9.483626543209876,262.97690391267446,0.0360911326535416
1504,guariba,franco da rocha,1,12.62,4.731284722222222,268.0495188743926,0.01765078610135201
1505,guariba,garca,1,16.4,20.945671296296297,175.10198561803085,0.11961983881774696
1506,guariba,guaira,1,12.32,7.054965277777778,115.85978344967384,0.06089227053356484
1507,guariba,guaratingueta,1,14.47,2.2620949074074073,351.8450118508722,0.00642923682648707
1508,guariba,guaruja,3,12.88,8.526898148148147,354.0161690874216,0.0240425754374063
1509,guariba,guarulhos,16,14.779375000000002,11.083040364583335,293.0167847355541,0.03787547923366916
1510,guariba,hortolandia,2,12.995000000000001,10.335561342592593,198.1718971701701,0.052462930744063295
1511,guariba,ibiuna,1,17.97,17.427939814814813,275.76515877839375,0.06319848341979993
1512,guariba,iguape,1,14.56,14.489467592592593,377.8648615563322,0.038345633761535936
1513,guariba,ilha solteira,2,6.735,9.943217592592593,339.4511568901467,0.029292042141457246
1514,guariba,ilhabela,1,13.55,6.566087962962963,400.6518929036158,0.016388511022316712
1515,guariba,indaiatuba,2,15.829999999999998,11.531290509259259,219.02748746373004,0.05257760159014732
1516,guariba,iracemapolis,1,12.62,9.782337962962963,154.7118189770323,0.06322941600483152
1517,guariba,itanhaem,2,13.895,6.695625,345.96561173195397,0.019353440841940135
1518,guariba,itapecerica da serra,3,14.596666666666666,10.926400462962965,298.8746260049854,0.036513370255657436
1519,guariba,itapetininga,2,15.004999999999999,8.496770833333333,247.88889693735493,0.03427683873863425
1520,guariba,itapeva,1,12.69,6.875740740740741,298.76705726675,0.023013717789514634
1521,guariba,itapui,1,13.5,5.582789351851852,109.37961114297366,0.051040493685376206
1522,guariba,itaquaquecetuba,4,13.543333333333335,9.338418209876544,303.5100839443916,0.03073173453414979
1523,guariba,itatiba,1,6.57,15.850150462962963,234.2359026548351,0.06766746806666696
1524,guariba,itu,1,12.89,45.24077488425929,232.15902170060082,0.19486976880270945
1525,guariba,itupeva,2,15.75,10.799502314814813,233.27555226630403,0.04629504553690331
1526,guariba,jacarei,1,13.15,7.1535416666666665,316.8483867563967,0.02257717560091774
1527,guariba,jales,1,13.47,6.037349537037037,269.4966584845588,0.02240231686354269
1528,guariba,jau,1,14.56,5.66761574074074,110.97476318750412,0.051071212750998865
1529,guariba,jundiai,5,13.592000000000002,11.090004629629629,244.88863309640766,0.04521941128081756
1530,guariba,laranjal paulista,1,13.16,8.89787037037037,191.77339555313245,0.04639783503184173
1531,guariba,lencois paulista,1,12.52,13.558657407407408,150.40354291338306,0.09014852406246704
1532,guariba,limeira,6,14.161666666666667,8.392011959876543,159.11447345109204,0.05280119186512388
1533,guariba,lins,2,13.41,12.834994212962963,161.8331190153622,0.0793100589734329
1534,guariba,louveira,2,15.115,15.900486111111112,231.8464935794834,0.06858195638684518
1535,guariba,mairinque,1,0.0,5.6784027777777775,264.2347158283782,0.021489995211174024
1536,guariba,marilia,2,13.719999999999999,6.679247685185185,199.83165842196695,0.0334268904333137
1537,guariba,matao,1,14.56,3.7077430555555555,32.033019509539265,0.11574753527220277
1538,guariba,maua,11,12.761818181818182,10.315388257575757,315.4681389878787,0.032730495614485294
1539,guariba,mogi das cruzes,5,10.342,9.412749999999999,318.0586576044101,0.02957810995150162
1540,guariba,mogi-guacu,2,6.725,9.816365740740741,173.61447308814442,0.05651219535201313
1541,guariba,motuca,1,8.8,10.24148148148148,18.209244307140278,0.5624330866638739
1542,guariba,osasco,6,13.151666666666666,7.778414351851851,281.27402683765223,0.027696355241028366
1543,guariba,paraguacu paulista,2,15.65,7.538912037037037,269.58385418892465,0.027964998347986228
1544,guariba,paulinia,1,0.0,9.248194444444444,193.66447348090546,0.04775369626766511
1545,guariba,pedrinhas paulista,1,16.53,13.497662037037037,309.3782049703671,0.04362835461641479
1546,guariba,penapolis,1,13.99,4.602418981481481,191.31908492246697,0.024056246052748136
1547,guariba,peruibe,1,16.82,15.230949074074074,350.7882894779409,0.04341920620195579
1548,guariba,piedade,1,13.55,7.164837962962963,274.6538097710672,0.026086796206959906
1549,guariba,pindamonhangaba,3,14.176666666666668,7.501809413580247,336.501679009268,0.02230871376096213
1550,guariba,piracicaba,1,16.56,8.263275462962962,160.5115672213173,0.05148087210169317
1551,guariba,pirapozinho,1,12.52,7.987939814814815,352.3530626243094,0.02267027212796451
1552,guariba,pirassununga,1,13.71,7.174074074074074,108.53422491176651,0.06609964810552871
1553,guariba,pitangueiras,1,16.67,8.473344907407407,39.33617100048022,0.2154084826228756
1554,guariba,poa,1,8.79,6.141111111111111,308.6671126172888,0.01989557960690607
1555,guariba,porto ferreira,1,13.0,8.526030092592592,95.69549929183954,0.08909541363686319
1556,guariba,praia grande,5,14.472,10.954511574074072,346.2137961882685,0.03163521311473982
1557,guariba,presidente epitacio,1,13.92,9.032314814814814,404.42518421366134,0.02233371008379875
1558,guariba,presidente prudente,2,7.245,7.136221064814816,338.01926402342474,0.021109398328891513
1559,guariba,promissao,1,12.32,10.357511574074074,169.5593270610973,0.06108488252222158
1560,guariba,rechan,1,13.68,12.635509259259258,248.75704196852888,0.05079457915751314
1561,guariba,regente feijo,1,16.74,5.334479166666667,331.40311357844837,0.016096647702146322
1562,guariba,registro,1,12.54,10.991689814814816,350.8370082621748,0.03132990407500256
1563,guariba,ribeirao pires,2,14.945,7.5631307870370375,319.1192540932414,0.02371793469385663
1564,guariba,ribeirao preto,6,12.709999999999999,5.503576388888889,47.454515239693855,0.12269708146643944
1565,guariba,rio das pedras,1,13.07,7.465185185185185,176.50157050243033,0.04229529042679195
1566,guariba,rio grande da serra,2,15.559999999999999,5.702193287037037,325.0549796632396,0.017542242524463306
1567,guariba,santa barbara d'oeste,4,13.57,8.062853009259259,176.07287708219297,0.04579975438080873
1568,guariba,santa gertrudes,1,16.82,9.190439814814814,140.7912366746161,0.06527707286253137
1569,guariba,santo andre,16,13.66133333333333,6.506154320987652,308.67526954114334,0.021081465679761758
1570,guariba,santo antonio de posse,1,15.9,7.125405092592593,193.12268107273647,0.03689574447192418
1571,guariba,santos,2,14.165,15.81032986111111,347.6046004084161,0.04547464008530219
1572,guariba,sao bernardo do campo,7,14.27714285714286,15.78130456349206,311.8430604448908,0.05046804854136887
1573,guariba,sao caetano do sul,3,14.07,15.839212962962963,304.0874458603558,0.05207985789155881
1574,guariba,sao carlos,4,14.4725,10.120072337962963,81.19501310286898,0.12409449169003972
1575,guariba,sao jose do rio pardo,2,15.655000000000001,8.122962962962962,134.86697740385878,0.060229443258291264
1576,guariba,sao jose do rio preto,6,12.199999999999998,5.617336033950618,134.71359252581885,0.04170380408763255
1577,guariba,sao jose dos campos,8,10.897142857142857,9.39510582010582,317.2023766351182,0.029623185601623876
1578,guariba,sao paulo,178,13.722484848484854,9.83987478956229,296.3016615796552,0.033205834670328706
1579,guariba,sao sebastiao,1,12.76,9.810162037037037,379.528188543637,0.02584830938297774
1580,guariba,sao vicente,1,18.45,6.677696759259259,346.84670457780635,0.019252588163948623
1581,guariba,sorocaba,4,11.479999999999999,12.127890625,250.14057065971923,0.04846251736003707
1582,guariba,sumare,2,15.05,9.049606481481481,189.93094411326817,0.0476468251328473
1583,guariba,suzano,2,13.555,9.322118055555556,311.34898435054333,0.029949273770389043
1584,guariba,taquaritinga,1,12.62,10.652199074074074,28.834837017320655,0.36942116467228364
1585,guariba,tatui,2,6.955,7.432673611111111,222.5827051090106,0.03339286225077971
1586,guariba,taubate,4,11.24,9.200813078703703,328.9394477035753,0.02798427581861646
1587,guariba,tiete,1,12.76,6.006030092592592,200.4825887729148,0.029957863819264526
1588,guariba,timburi,1,13.53,6.513981481481482,248.9261737487827,0.026168326871305297
1589,guariba,tupa,2,7.28,9.153912037037037,243.64299210780746,0.037604298722774064
1590,guariba,valinhos,1,16.22,6.0076273148148145,219.86241860779225,0.027324484797611952
1591,guariba,valparaiso,1,12.82,5.254282407407407,273.65692224152104,0.01920025396898289
1592,guariba,varzea paulista,2,13.035,9.94296875,250.7125222565613,0.03960724054174838
1593,guariba,votorantim,1,16.56,8.902800925925925,257.1773218268846,0.034617363858850364
1594,guaruja,adamantina,1,13.76,5.708900462962963,560.527939627643,0.010184863339292895
1595,guaruja,bertioga,1,18.31,2.406134259259259,24.5603849597469,0.09796810038616165
1596,guaruja,cajamar,1,8.89,10.653506944444445,91.84788936149057,0.11599076493216819
1597,guaruja,diadema,1,9.94,6.200335648148148,49.39742273840191,0.12551941588094156
1598,guaruja,jandira,1,14.79,9.04892361111111,80.07604359758112,0.11300412963190472
1599,guaruja,osasco,1,7.87,7.167546296296297,75.97558522078201,0.0943401261795838
1600,guaruja,potirendaba,1,17.54,21.005590277777777,456.9924009431861,0.045964856821304606
1601,guaruja,ribeirao preto,2,16.285,14.249537037037037,352.3881041407991,0.04072700346219893
1602,guaruja,santana de parnaiba,1,8.09,2.9484837962962964,89.73802531534831,0.03285657095679376
1603,guaruja,santo andre,1,14.79,7.3287152777777775,47.244452147694034,0.15512329902497318
1604,guaruja,santos,2,15.11,2.6355208333333335,7.579874401917914,0.3447942276662985
1605,guaruja,sao jose dos campos,1,18.5,19.16585648148148,94.47128928761434,0.20287493296647768
1606,guaruja,sao paulo,7,10.384285714285713,7.911547619047619,60.99492154367225,0.1254450761226225
1607,guaruja,varzea paulista,1,13.71,34.52613425925926,105.29375651167925,0.32790295838129396
1608,guarulhos,aguas da prata,1,13.78,9.383287037037038,166.306110025328,0.05642178171089437
1609,guarulhos,aguas de lindoia,1,18.33,13.078391203703704,110.76075223404912,0.1180778474316217
1610,guarulhos,agudos,1,13.15,32.69287037037037,272.75118109885,0.11986335032045885
1611,guarulhos,americana,7,11.658333333333333,5.151346450617284,115.77733754003152,0.0441202907811768
1612,guarulhos,andradina,2,12.465,8.216811342592592,576.2928372262415,0.014268683023853986
1613,guarulhos,aracatuba,1,18.62,12.678877314814814,474.26370424202196,0.026733813280268744
1614,guarulhos,arapei,1,13.76,11.145706018518519,234.5481574556736,0.04751990439585911
1615,guarulhos,araraquara,3,20.935000000000002,5.8529282407407415,253.74729585926863,0.02312843463270937
1616,guarulhos,araras,2,12.05,5.649907407407408,149.7708233902988,0.037711971316014656
1617,guarulhos,artur nogueira,5,16.0725,6.570069444444444,116.00368920783322,0.05656581877906751
1618,guarulhos,aruja,4,10.345000000000002,7.0506336805555545,17.01496787728755,0.5223305146699102
1619,guarulhos,assis,5,18.62,7.6399623842592606,407.8102233432724,0.018742821883286805
1620,guarulhos,atibaia,2,12.855,4.278206018518518,35.563659541956916,0.11317933557237041
1621,guarulhos,avare,3,15.563333333333333,18.400459104938275,247.50722073538972,0.07437916959626059
1622,guarulhos,barueri,10,18.512,5.370377314814815,36.856643661231054,0.1457385636439566
