,seller_city,customer_city,frequency,freight_value,leadtime,manh_dist
115,americana,palhoca,1,18.85,16.305995370370372,2050.0794575087943
116,americana,para de minas,1,15.1,23.470752314814813,2859.1834508132015
117,americana,petropolis,1,165.55,31.035763888888887,2554.1889251527487
118,americana,piracicaba,2,7.484999999999999,6.178732638888889,2520.497888357648
119,americana,pirapozinho,1,13.83,4.87050925925926,2571.825382419205
120,americana,ponta grossa,1,17.76,23.33730324074074,2267.747823185802
121,americana,porto alegre,2,18.27,24.25478587962963,1899.517233716425
122,americana,recife,1,19.04,48.22340277777778,4497.375673067707
123,americana,ribeirao preto,3,14.79,6.411319444444445,2698.604936053755
124,americana,rio de janeiro,10,34.190999999999995,11.52554398148148,2497.4072429959365
125,americana,salvador,3,19.453333333333333,10.290374228395061,3791.981939186369
126,americana,santo andre,2,9.715,7.684230324074074,2413.3365898128486
127,americana,santos,2,7.71,7.160202546296297,2383.369690849163
128,americana,sao bernardo do campo,1,8.88,5.0522685185185185,2416.239247239038
129,americana,sao goncalo,1,24.43,16.85425925925926,2509.6784089027715
130,americana,sao joao de meriti,1,18.09,7.623333333333333,2513.4770171872183
131,americana,sao paulo,10,11.758000000000001,3.876443287037037,2426.297481575375
132,americana,sapucaia do sul,1,16.72,9.571793981481482,1912.9863336958229
133,americana,sorocaba,1,12.4,3.108923611111111,2433.0403134369167
134,americana,suzano,1,7.43,5.2842824074074075,2435.2436669115114
135,americana,taboao da serra,1,53.05,2.4950694444444443,2419.1652710400103
136,americana,teodoro sampaio,1,12.79,7.417974537037037,2540.2169787304865
137,americana,timbo,1,17.88,54.04346064814815,2114.864353095515
138,americana,tres rios,1,17.76,11.40974537037037,2587.033215908994
139,americana,ubajara,1,43.15,17.03877314814815,5121.040087176709
140,americana,vespasiano,1,15.23,5.097569444444445,2873.4389104416246
141,americana,viamao,1,15.23,25.988900462962963,1898.047311690352
142,americana,vila velha,1,16.76,46.027488425925924,2797.4899323915215
143,americana,vitoria,1,16.43,5.788611111111111,2806.546386873994
144,amparo,aguas claras,1,21.16,36.446527777777774,1979.7180293388608
145,amparo,aimores,1,31.75,7.861354166666667,2854.873567279134
146,amparo,ananindeua,1,65.62,42.51444444444444,5450.892863787086
147,amparo,aracruz,1,49.87,31.295729166666668,2812.971447792914
148,amparo,atibaia,1,10.09,-1.1846296296296297,2420.281091548162
149,amparo,barueri,1,37.56,5.813125,2379.0209669392893
150,amparo,belo horizonte,4,15.29,13.957262731481482,2797.8796590852744
151,amparo,brasilia,2,43.82,14.135300925925925,3324.0507375670322
152,amparo,caieiras,1,39.78,4.741157407407408,2401.1039535548675
153,amparo,campinas,3,16.986666666666668,5.78261188271605,2445.51982492963
154,amparo,canaa dos carajas,1,33.16,71.1071412037037,4667.537770947284
155,amparo,cariacica,1,26.63,33.329340277777774,2753.4311241478176
156,amparo,crato,1,26.89,26.99357638888889,4570.68589674754
157,amparo,cuiaba,1,27.59,12.854270833333333,3373.3668927787116
158,amparo,curitiba,4,37.6725,10.237152777777776,2187.211606196174
159,amparo,dobrada,1,57.51,3.8955439814814814,2609.0965140549583
160,amparo,florianopolis,1,22.98,23.401319444444443,2003.2325621613254
161,amparo,governador valadares,1,115.49,14.46642361111111,2935.1963520745066
162,amparo,guarulhos,1,18.7,5.762164351851852,2391.630597148425
163,amparo,guaxupe,1,18.5,21.026180555555555,2634.177410428303
164,amparo,indaiatuba,3,12.49,7.731226851851852,2424.5760491758037
165,amparo,irati,1,42.36,4.120335648148148,2188.206284404497
166,amparo,itabera,1,43.45,20.808541666666667,2347.7674805517718
167,amparo,itabirito,3,94.52,10.4125,2761.281423612888
168,amparo,itaquaquecetuba,1,25.68,4.698981481481481,2392.9337875061847
169,amparo,itatiba,1,31.69,6.499872685185185,2435.903729163148
170,amparo,juiz de fora,1,75.07,11.383888888888889,2579.9506782079657
171,amparo,jundiai,1,14.49,5.935347222222222,2416.315818168625
172,amparo,londrina,1,18.3,11.189872685185184,2397.024509014268
173,amparo,luisburgo,2,17.83,10.8584375,2738.4235852332886
174,amparo,macapa,1,133.39,21.80818287037037,5657.848042891029
175,amparo,maringa,4,19.05,7.709093364197531,2389.5806500389635
176,amparo,mendes pimentel,1,18.32,12.641354166666666,2954.389995937028
177,amparo,palhoca,1,26.2,27.248969907407407,2003.0003813729325
178,amparo,palmas,1,42.52,15.152881944444445,4133.806885509247
179,amparo,papagaios,1,19.32,11.119328703703705,2861.6002720487445
180,amparo,paraiba do sul,1,89.55,4.175335648148148,2534.2640144951138
181,amparo,patrocinio,1,115.49,10.578344907407407,2924.9949576193785
182,amparo,paulinia,7,9.0775,3.3657783564814814,2456.442391311612
183,amparo,pelotas,1,17.8,16.680729166666666,1796.2827490806528
184,amparo,picos,1,206.45,18.304826388888888,4591.99534524664
185,amparo,pirapora do bom jesus,1,12.88,10.771435185185185,2389.8367508932347
186,amparo,porto alegre,2,27.665,19.792008101851852,1859.0835833115775
187,amparo,presidente getulio,1,81.33,7.177291666666667,2044.3410941598868
188,amparo,presidente prudente,1,12.1,7.245497685185185,2536.690813230385
189,amparo,rio de janeiro,7,30.846666666666668,13.71175347222222,2445.001786811437
190,amparo,rio verde,1,42.05,11.728645833333333,3064.2686028688076
191,amparo,santa maria,1,17.62,22.261261574074073,1875.307454536697
192,amparo,santana de parnaiba,1,14.64,10.25087962962963,2383.337780336882
193,amparo,sao felix do xingu,1,25.63,32.29649305555556,4642.563262102846
194,amparo,sao joao da boa vista,1,33.97,7.310902777777778,2555.3082237753647
195,amparo,sao paulo,15,30.084666666666667,7.280849537037036,2375.8896308796466
196,amparo,sete lagoas,1,16.42,16.31732638888889,2860.2111684416905
197,amparo,taubate,1,86.77,6.86775462962963,2437.534879499522
198,amparo,timoteo,1,25.46,14.059675925925927,2849.227824529403
199,amparo,tucurui,1,38.4,6.316284722222222,5080.231189706249
200,amparo,vitoria da conquista,1,54.32,23.14201388888889,3472.365895730089
201,ampere,apucarana,1,14.15,9.428101851851851,3026.2469192074877
202,ampere,barretos,1,23.0,9.799780092592593,3406.6561408648627
203,ampere,belo horizonte,10,23.31,3.6460185185185185,3502.207031675681
204,ampere,indaiatuba,1,16.18,9.160219907407408,3085.292823836983
205,ampere,itaquaquecetuba,1,16.14,17.575555555555557,3034.195288295135
206,ampere,lages,1,17.67,19.217997685185185,2550.2594331341083
207,ampere,mafra,1,15.17,13.159247685185186,2727.722059291657
208,ampere,mage,1,23.75,5.026261574074074,3141.776805333413
209,ampere,niteroi,1,22.13,11.456493055555555,3102.3762877971503
210,ampere,osasco,1,19.35,17.500648148148148,3029.5716580913604
211,ampere,rio claro,1,23.2,7.087638888888889,3167.8478504885684
212,ampere,rondonopolis,3,21.606666666666666,19.299706790123455,3961.9911305501305
213,ampere,santo andre,1,18.3,15.052743055555556,3017.2900593021623
214,ampere,santos,1,23.43,3.442962962962963,2978.230806541297
215,ampere,sao bernardo do campo,1,17.35,3.383472222222222,3009.568508403232
216,ampere,sao goncalo,1,17.95,12.47394675925926,3116.017945319119
217,ampere,sao paulo,2,17.425,9.555092592592592,3021.212263974341
218,ampere,socorro,1,15.17,17.786979166666665,3144.8399498900244
219,ampere,uruguaiana,1,23.42,7.693831018518519,2364.882249206763
220,anapolis,amparo,1,37.26,10.243715277777778,2835.3240638109137
221,anapolis,arapiraca,1,36.09,26.15082175925926,4302.3457172266035
222,anapolis,belo horizonte,1,23.04,6.425324074074074,3083.641182681367
223,anapolis,brasilia,2,14.21,7.980219907407408,3534.0789822364522
224,anapolis,caldas brandao,1,53.32,11.168715277777778,4654.591994975616
225,anapolis,campo grande,3,22.28,14.821898148148149,3040.9784118184407
226,anapolis,conceicao do mato dentro,1,56.65,15.215277777777779,3182.0700458413344
227,anapolis,contagem,1,15.22,17.754050925925927,3086.883674097299
228,anapolis,duque de caxias,4,40.589999999999996,6.846504629629631,2834.3690429207004
229,anapolis,fortaleza,1,51.83,10.389722222222222,5130.454963290673
230,anapolis,goiana,1,38.78,16.31806712962963,4599.657494729069
231,anapolis,goiania,2,8.309999999999999,3.8428472222222223,3436.42037995222
232,anapolis,jaguariuna,1,18.0,11.601365740740741,2837.5962937111717
233,anapolis,joao pessoa,1,42.9,31.200810185185187,4659.252711269815
234,anapolis,macae,1,107.95,48.76003472222222,2862.0491307665106
235,anapolis,maribondo,1,51.07,17.09840277777778,4325.960846897283
236,anapolis,patos de minas,1,23.92,5.971793981481482,3227.101699223747
237,anapolis,pocos de caldas,21,15.22,16.124583333333334,2914.0826872596663
238,anapolis,rio das ostras,1,38.02,8.303402777777778,2850.879367336632
239,anapolis,rio de janeiro,3,37.92,7.721215277777778,2813.877990721999
240,anapolis,sao paulo,1,28.88,15.969583333333333,2764.0024617410054
241,anapolis,senhor do bonfim,1,38.84,18.88318287037037,4209.52229803553
242,andira-pr,aracatuba,1,15.1,8.679050925925926,2990.107597398391
243,andira-pr,caieiras,1,18.23,4.719537037037037,2736.882901099111
244,andira-pr,campinas,13,16.143333333333334,13.292831790123458,2780.825242853474
245,andira-pr,caxias do sul,3,15.1,8.698900462962962,2198.797953871006
246,andira-pr,cordeiro,1,16.79,11.767164351851852,2888.348115287774
247,andira-pr,curitiba,4,12.479999999999999,7.008842592592593,2518.600099402848
248,andira-pr,florianopolis,1,15.1,21.89472222222222,2320.963763794692
249,andira-pr,guaira,3,12.48,12.197037037037036,2656.7665014307095
250,andira-pr,lajeado,1,18.23,12.189317129629629,2178.679979256095
251,andira-pr,macae,3,16.05,11.971087962962963,2847.964134229137
252,andira-pr,maringa,1,10.96,8.43462962962963,2730.2227510962634
253,andira-pr,niteroi,3,22.06,13.864212962962963,2783.0979639124603
254,andira-pr,paracatu,3,22.06,14.975486111111111,3493.3556908585256
255,andira-pr,porto alegre,8,14.906666666666666,17.593489583333334,2140.1755277293364
256,andira-pr,ribeirao preto,1,15.1,6.777986111111111,2987.571273812791
257,andira-pr,rio de janeiro,1,16.79,8.249560185185185,2780.5850318948064
258,andira-pr,rio negro,1,12.48,24.932199074074074,2453.4290688456613
259,andira-pr,sao paulo,18,14.983999999999998,5.920681712962962,2712.637678807247
260,andira-pr,sorocaba,1,15.1,7.746655092592593,2725.7217941056074
261,andira-pr,uberlandia,1,16.79,19.178946759259258,3272.1933193713803
262,andira-pr,vitoria das missoes,3,15.1,12.94238425925926,2258.629198834661
263,andira-pr,xanxere,3,15.1,17.694166666666668,2381.5791329151048
264,andradas,adamantina,1,17.44,12.351770833333333,2565.757964167943
265,andradas,batatais,1,12.52,10.912835648148148,2657.3281271510655
266,andradas,belo horizonte,3,13.49,5.117716049382715,2774.1771041053603
267,andradas,campinas,1,21.92,9.147349537037037,2440.3994248355875
268,andradas,campo grande,1,18.49,19.14212962962963,2701.573020300649
269,andradas,canoas,1,29.93,11.489027777777778,1877.3575765815024
270,andradas,cataguases,1,12.83,10.104525462962963,2598.5837893128714
271,andradas,coite do noia,1,21.11,11.598854166666667,4171.641833964636
272,andradas,cotia,1,21.92,6.984016203703704,2358.721650787389
273,andradas,curitiba,2,16.54,9.244247685185185,2179.8581216405764
274,andradas,ferraz de vasconcelos,2,30.855,9.81248263888889,2364.850084677172
275,andradas,formosa,1,18.97,12.805891203703704,3340.0562200465524
276,andradas,fortaleza,1,20.8,16.746886574074075,5039.745331207879
277,andradas,itabuna,1,24.97,15.501747685185185,3438.883486372383
278,andradas,itapaje,1,25.62,43.064421296296295,5051.63230302347
279,andradas,joao monlevade,1,12.48,6.79037037037037,2783.9832992154184
280,andradas,jundiai,1,21.92,7.641365740740741,2402.044777336057
281,andradas,juquitiba,1,16.78,12.130092592592593,2323.21826636029
282,andradas,marilia,2,20.635,9.545243055555556,2504.1705618972182
283,andradas,paranavai,3,20.95,14.296655092592593,2410.9589293756458
284,andradas,parnaiba,1,42.91,24.110497685185184,5167.367781677141
285,andradas,porto alegre,2,23.674999999999997,11.330185185185185,1872.5701495116155
286,andradas,prados,1,13.14,4.786469907407407,2637.845149119325
287,andradas,presidente dutra,1,18.09,130.67503472222222,3932.2919124096566
288,andradas,ribeirao das neves,1,11.27,4.4756481481481485,2789.6867236997973
289,andradas,rio de janeiro,2,15.309999999999999,9.192905092592593,2434.631594126163
290,andradas,rolandia,1,20.88,14.269166666666667,2386.6880968237383
291,andradas,salvador,1,19.82,15.089305555555555,3691.7002313100743
292,andradas,santa isabel do rio preto,1,21.92,10.60744212962963,2504.6215732851924
293,andradas,sao goncalo,2,15.524999999999999,16.758425925925927,2439.6388332165034
294,andradas,sao jose dos campos,1,12.62,11.207361111111112,2399.3770132673253
295,andradas,sao paulo,2,19.345,4.468055555555556,2356.310773801672
296,andradas,sao vicente,1,47.37,10.052824074074074,2321.951028931514
297,andradas,serra,1,14.83,8.745266203703704,2736.974055112545
298,andradas,teresopolis,1,15.25,9.10050925925926,2479.9766969492116
299,andradas,tijucas,1,18.02,19.696018518518517,2034.061566343783
300,andradas,tres pontas,1,14.14,4.652662037037037,2601.6890525848744
301,andradas,uberlandia,2,13.995000000000001,7.890671296296297,2896.7124470276
302,andradas,varginha,1,11.31,11.072083333333333,2580.123911413455
303,andradas,veranopolis,1,29.75,23.824583333333333,1924.8338321795536
304,andradas,vila velha,1,16.89,55.717581018518516,2723.1335666839464
305,andradas,visconde do rio branco,1,10.96,7.705127314814815,2643.540474621526
306,angra dos reis,brasilia,1,18.59,7.755868055555555,3119.5948312592914
307,angra dos reis,ipira,1,63.44,9.148344907407408,3628.274823485424
308,angra dos reis,sao joao de meriti,6,16.21,3.1236805555555556,2224.1206013878277
309,angra dos reis,sao paulo,1,20.17,10.147685185185185,2141.746844653681
310,angra dos reis rj,sao paulo,1,19.32,6.753043981481482,2129.648793899519
311,ao bernardo do campo,guarulhos,1,12.06,1.723298611111111,2357.440176543472
312,ao bernardo do campo,rio grande,1,23.49,8.950833333333334,1704.0799694024079
313,ao bernardo do campo,sao paulo,1,9.05,1.6010648148148148,2342.6880405262764
314,aparecida,aluminio,1,12.79,6.488414351851852,2219.4985359292727
315,aparecida,amparo,1,12.8,4.90255787037037,2308.1712674809237
316,aparecida,anapolis,1,15.14,20.58300925925926,3109.2766621465876
317,aparecida,aracruz,1,15.1,17.025300925925926,2649.7835779677334
318,aparecida,belo horizonte,2,15.1,22.14091435185185,2642.2727025822733
319,aparecida,brasilia,1,15.1,22.150983796296295,3149.507524332073
320,aparecida,caieiras,1,12.88,4.247060185185185,2234.7507512943066
321,aparecida,cubatao,1,12.79,4.626886574074074,2179.5725297247172
322,aparecida,diadema,1,11.85,15.971921296296296,2202.81701663579
323,aparecida,fazenda rio grande,1,15.1,14.297106481481482,2009.5445594539435
324,aparecida,florianopolis,1,15.1,13.0559375,1849.648016958299
325,aparecida,guaira,1,11.85,17.53358796296296,2588.954116874269
326,aparecida,itaperuna,3,18.23,3.744988425925926,2482.3803106317696
327,aparecida,limeira,1,11.85,7.3357523148148145,2323.858422425379
328,aparecida,mairinque,1,12.79,10.928912037037037,2218.1525624483224
329,aparecida,manoel ribas,1,15.1,19.688333333333333,2116.9473361514715
330,aparecida,mogi-guacu,2,12.8,11.399693287037037,2349.0049111928
331,aparecida,nova iguacu,3,18.23,2.9042476851851853,2304.3737865758285
332,aparecida,pelotas,1,23.05,17.212141203703705,1658.143382132181
333,aparecida,presidente alves,1,12.79,10.228645833333333,2377.5736181974357
334,aparecida,rio casca,1,18.23,6.488402777777778,2601.6017547042693
335,aparecida,rio de janeiro,2,18.275,11.606944444444444,2285.657552850359
336,aparecida,salvador,7,20.7425,9.651782407407406,3577.1231105927095
337,aparecida,santa luzia,1,15.1,10.522569444444445,2652.341873229193
338,aparecida,santa maria,1,34.15,17.965335648148148,4625.21974216432
339,aparecida,santo antonio do rio abaixo,1,18.23,21.265300925925924,2726.442390353252
340,aparecida,sao lourenco da mata,1,25.63,49.25479166666667,4302.985759548161
341,aparecida,sao paulo,22,3.5242857142857145,6.059814814814814,2219.1740546372316
342,aparecida,sorocaba,1,11.89,6.724664351851852,2223.5920391940713
343,aparecida,taboao da serra,1,11.85,11.98105324074074,2208.1540016535632
344,aparecida,taquaritinga,1,12.79,4.530046296296296,2458.385996643761
345,aparecida,tejupa,1,11.85,13.10142361111111,2235.3838028401906
346,aparecida,turvo,1,15.1,18.150729166666668,2066.1594070847004
347,aparecida,vinhedo,1,12.79,6.491990740740741,2272.2798583778754
348,aparecida de goiania,ananindeua,2,22.025,21.877418981481483,5519.67594560828
349,aparecida de goiania,anapolis,3,10.3,2.7756481481481483,3520.4680673138887
350,aparecida de goiania,barra bonita,4,21.27,14.332037037037038,2879.0051539697365
351,aparecida de goiania,barreirinhas,1,34.5,17.30670138888889,5319.50944253089
352,aparecida de goiania,belem,1,22.6,17.661064814814814,5504.982666672547
353,aparecida de goiania,belo horizonte,4,15.286666666666667,9.416496913580248,3116.386718988266
354,aparecida de goiania,brasilia,5,14.324000000000002,10.119247685185185,3579.1404015567227
355,aparecida de goiania,brumadinho,3,15.79,9.563611111111111,3098.7064270180917
356,aparecida de goiania,cajamar,1,18.59,16.32425925925926,2804.9237028066627
357,aparecida de goiania,carajas,1,21.6,15.953391203703704,3983.4340112831787
358,aparecida de goiania,carvalhopolis,1,16.79,14.482743055555556,2941.7861232192
359,aparecida de goiania,castanhal,1,35.06,17.1278125,5528.371543262983
360,aparecida de goiania,catalao,1,12.72,16.81142361111111,3308.5804993429
361,aparecida de goiania,contagem,1,16.43,12.922523148148148,3128.20275950507
362,aparecida de goiania,coronel fabriciano,1,17.56,13.881793981481481,3162.647246065173
363,aparecida de goiania,cuiaba,1,16.92,9.526435185185186,3598.4335676836595
364,aparecida de goiania,ecoporanga,1,34.96,19.274583333333332,3284.1119387834015
365,aparecida de goiania,espinosa,1,17.57,11.809282407407407,3682.686005077028
366,aparecida de goiania,fortaleza,2,21.810000000000002,11.556631944444444,5179.460084654643
367,aparecida de goiania,getulio vargas,1,38.36,26.750671296296296,2523.2164052350035
368,aparecida de goiania,guarulhos,1,21.32,24.46980324074074,2798.5496858457514
369,aparecida de goiania,jacobina,1,21.67,16.6075,4156.871024810492
370,aparecida de goiania,joao pessoa,1,25.34,37.94109953703704,4701.359531046615
371,aparecida de goiania,lapa,15,38.39,9.33275462962963,2634.348211997771
372,aparecida de goiania,lucas do rio verde,3,16.415,13.595335648148149,3913.764804567889
373,aparecida de goiania,maceio,1,21.6,30.362395833333334,4373.993669205146
374,aparecida de goiania,marica,1,19.41,18.56517361111111,2839.273646596968
375,aparecida de goiania,maringa,3,34.5,14.119212962962964,2803.8220683351133
376,aparecida de goiania,mata grande,3,34.81,11.778136574074074,4432.672244615707
377,aparecida de goiania,montes claros,1,17.65,13.581666666666667,3468.795738539081
378,aparecida de goiania,niteroi,1,18.58,12.8209375,2849.595896213052
379,aparecida de goiania,nova serrana,1,17.6,9.424618055555555,3125.5077600836607
380,aparecida de goiania,oliveira,1,16.11,5.7569791666666665,3043.4676458435115
381,aparecida de goiania,parnamirim,1,24.9,18.682442129629628,4572.2891241662055
382,aparecida de goiania,piracicaba,1,26.51,11.8728125,2855.78126301127
383,aparecida de goiania,porto alegre,1,21.67,21.778402777777778,2451.9298008736273
384,aparecida de goiania,pouso alegre,1,17.65,19.81052083333333,2900.916433229016
385,aparecida de goiania,rio de janeiro,5,19.8275,11.842149884259259,2842.9773484751386
386,aparecida de goiania,santo anastacio,1,18.58,15.151643518518519,2923.864379161874
387,aparecida de goiania,santo andre,1,18.5,8.247476851851852,2783.5015039324053
388,aparecida de goiania,sao bernardo do campo,1,17.7,11.381828703703704,2781.6148281273713
389,aparecida de goiania,sao luis,1,21.96,17.354039351851853,5356.522513590165
390,aparecida de goiania,sao paulo,4,19.4775,10.54216435185185,2790.215016131553
